,fkgl,bleu,sari
0,5.2898,0.2085,0.3599
1,5.2923,0.209,0.3599
2,5.2914,0.2085,0.3599
3,5.289,0.2083,0.3598
4,5.2939,0.2087,0.36
5,5.2963,0.2079,0.3597
6,5.2866,0.2086,0.3599
7,5.2939,0.2088,0.36
8,5.2882,0.2086,0.3599
9,5.2849,0.2083,0.3598
10,5.2874,0.208,0.3598
11,5.2947,0.2081,0.3598
12,5.2906,0.2082,0.3597
13,5.2866,0.2076,0.3597
14,5.2898,0.2089,0.3599
15,5.2906,0.208,0.3597
16,5.2906,0.2089,0.3599
17,5.2939,0.2086,0.3598
18,5.2898,0.2084,0.3598
19,5.2906,0.2089,0.3599
20,5.2931,0.2094,0.3601
21,5.2874,0.2091,0.3599
22,5.2898,0.2087,0.3599
23,5.2857,0.208,0.3597
24,5.2914,0.2093,0.36
25,5.2923,0.2085,0.3599
26,5.289,0.2082,0.3599
27,5.2882,0.2082,0.3598
28,5.2914,0.2076,0.3597
29,5.2923,0.2082,0.3598
30,5.2923,0.2081,0.3598
31,5.2939,0.2085,0.3598
32,5.2923,0.2082,0.3597
33,5.2898,0.2086,0.3599
34,5.2939,0.2086,0.3598
35,5.2882,0.2084,0.3598
36,5.2914,0.2086,0.3599
37,5.2906,0.2085,0.3598
38,5.2988,0.2082,0.3599
39,5.2866,0.2082,0.3598
40,5.2874,0.2089,0.3599
41,5.2914,0.2085,0.3599
42,5.2906,0.2081,0.3598
43,5.2947,0.2092,0.3599
44,5.2874,0.2082,0.3598
45,5.2898,0.2088,0.36
46,5.2882,0.208,0.3597
47,5.2874,0.2085,0.3599
48,5.2898,0.2091,0.36
49,5.2906,0.2079,0.3598
50,5.2882,0.2083,0.3598
51,5.2906,0.2086,0.3599
52,5.2906,0.2088,0.3599
53,5.2874,0.208,0.3597
54,5.2833,0.2085,0.3598
55,5.2898,0.2077,0.3597
56,5.2939,0.2088,0.3599
57,5.2906,0.2087,0.3599
58,5.289,0.2088,0.36
59,5.2939,0.2092,0.36
60,5.2898,0.2079,0.3597
61,5.2923,0.2078,0.3597
62,5.2882,0.2083,0.3598
63,5.2906,0.2083,0.3599
64,5.2898,0.2077,0.3598
65,5.2906,0.2084,0.3598
66,5.2914,0.2076,0.3597
67,5.2882,0.2086,0.3598
68,5.2931,0.2083,0.3598
69,5.2906,0.2088,0.3598
70,5.2939,0.2075,0.3597
71,5.2906,0.2085,0.3599
72,5.2923,0.2082,0.3598
73,5.2939,0.209,0.3599
74,5.289,0.2086,0.3599
75,5.2898,0.208,0.3597
76,5.2931,0.2084,0.3598
77,5.289,0.2084,0.3598
78,5.2914,0.2092,0.3599
79,5.2923,0.2089,0.3598
80,5.2939,0.2091,0.3598
81,5.2874,0.2079,0.3597
82,5.2931,0.2093,0.36
83,5.2898,0.2088,0.3598
84,5.2906,0.2084,0.3598
85,5.2914,0.2088,0.3599
86,5.289,0.209,0.3599
87,5.2898,0.2081,0.3597
88,5.2931,0.2086,0.3598
89,5.2931,0.2081,0.3599
90,5.2906,0.2087,0.3599
91,5.2914,0.2089,0.36
92,5.2857,0.2088,0.3599
93,5.2874,0.208,0.3597
94,5.2882,0.2086,0.3598
95,5.2898,0.2079,0.3597
96,5.2914,0.2084,0.3598
97,5.2866,0.2089,0.36
98,5.289,0.2086,0.3598
99,5.2914,0.2084,0.3598
