,fkgl,bleu,sari
0,3.4365,0.1953,0.3592
1,3.4459,0.1952,0.3592
2,3.4295,0.1946,0.3591
3,3.4279,0.195,0.3592
4,3.4357,0.1962,0.3593
5,3.4279,0.1941,0.3592
6,3.4334,0.1953,0.3591
7,3.4381,0.1954,0.3593
8,3.4334,0.1956,0.3592
9,3.4263,0.1958,0.3593
10,3.4389,0.1978,0.3597
11,3.4287,0.1944,0.3589
12,3.4318,0.1966,0.3594
13,3.4389,0.1951,0.3594
14,3.4271,0.1949,0.3594
15,3.4365,0.1953,0.3593
16,3.4193,0.1956,0.3593
17,3.4295,0.195,0.3593
18,3.4342,0.1952,0.3591
19,3.4248,0.1962,0.3594
20,3.4342,0.1954,0.3593
21,3.4349,0.1958,0.3592
22,3.4287,0.1951,0.3591
23,3.431,0.1944,0.3592
24,3.4349,0.1943,0.3592
25,3.4255,0.1965,0.3595
26,3.4302,0.1957,0.3593
27,3.4295,0.1952,0.3592
28,3.4302,0.1942,0.3592
29,3.4373,0.1966,0.3593
30,3.4334,0.1937,0.3588
31,3.4404,0.1962,0.3595
32,3.4302,0.1966,0.3594
33,3.4373,0.1948,0.359
34,3.4263,0.1959,0.3593
35,3.431,0.1947,0.3591
36,3.4326,0.1961,0.3593
37,3.4224,0.1973,0.3595
38,3.4271,0.1955,0.3592
39,3.4201,0.1959,0.3594
40,3.4201,0.1951,0.3593
41,3.4263,0.1954,0.3591
42,3.424,0.1957,0.3592
43,3.4295,0.1957,0.3594
44,3.4263,0.1964,0.3594
45,3.4271,0.1954,0.3593
46,3.4365,0.196,0.3594
47,3.4326,0.1955,0.3592
48,3.4255,0.1934,0.3589
49,3.4255,0.1953,0.3593
50,3.4451,0.1931,0.3589
51,3.4279,0.1967,0.3593
52,3.4318,0.195,0.3592
53,3.4255,0.1964,0.3594
54,3.4295,0.1948,0.3592
55,3.4279,0.194,0.3589
56,3.4287,0.1958,0.3596
57,3.4255,0.1947,0.3592
58,3.4326,0.1953,0.3593
59,3.4279,0.1949,0.3593
60,3.4318,0.1956,0.3592
61,3.4193,0.1951,0.3592
62,3.4287,0.194,0.3591
63,3.4295,0.1951,0.3591
64,3.4334,0.1951,0.3592
65,3.4271,0.196,0.3593
66,3.4365,0.196,0.3594
67,3.4255,0.1958,0.3593
68,3.4318,0.1958,0.3593
69,3.4389,0.1953,0.3592
70,3.431,0.1959,0.3593
71,3.4428,0.1967,0.3595
72,3.4381,0.1954,0.3593
73,3.4412,0.1967,0.3596
74,3.4263,0.1968,0.3594
75,3.4255,0.1956,0.3593
76,3.4389,0.1966,0.3595
77,3.4381,0.1947,0.3593
78,3.4334,0.1951,0.3591
79,3.4326,0.1951,0.3592
80,3.4326,0.1952,0.3593
81,3.4302,0.1956,0.3593
82,3.4193,0.1946,0.3591
83,3.4302,0.1946,0.3591
84,3.4302,0.1962,0.3595
85,3.431,0.1957,0.3594
86,3.4326,0.1952,0.3592
87,3.4412,0.1955,0.3593
88,3.4248,0.1933,0.3591
89,3.4263,0.1955,0.3592
90,3.4334,0.1967,0.3594
91,3.4349,0.1955,0.3593
92,3.4342,0.1956,0.3593
93,3.431,0.1957,0.3593
94,3.4216,0.1953,0.3592
95,3.4389,0.1951,0.3592
96,3.4185,0.1954,0.3591
97,3.4357,0.1956,0.3594
98,3.4326,0.1947,0.3591
99,3.4357,0.196,0.3593
