,fkgl,bleu,sari
0,4.059,0.2291,0.3625
1,4.0571,0.2273,0.3622
2,4.0647,0.2275,0.3622
3,4.0609,0.2295,0.3624
4,4.0609,0.2289,0.3625
5,4.0666,0.2281,0.3622
6,4.0609,0.2285,0.3622
7,4.059,0.2293,0.3624
8,4.0599,0.2288,0.3625
9,4.0637,0.2289,0.3624
10,4.0609,0.2289,0.3624
11,4.0618,0.2285,0.3624
12,4.0618,0.228,0.3623
13,4.059,0.2296,0.3624
14,4.059,0.2284,0.3624
15,4.0618,0.2293,0.3626
16,4.0676,0.2296,0.3626
17,4.0647,0.22899999999999998,0.3624
18,4.0561,0.2288,0.3623
19,4.0676,0.2298,0.3625
20,4.058,0.2284,0.3624
21,4.0647,0.2295,0.3626
22,4.0637,0.2286,0.3625
23,4.0609,0.2288,0.3625
24,4.0609,0.2286,0.3624
25,4.0571,0.22899999999999998,0.3624
26,4.0676,0.2289,0.3625
27,4.0609,0.2287,0.3624
28,4.0542,0.2282,0.3623
29,4.0599,0.2286,0.3625
30,4.0695,0.2283,0.3623
31,4.0552,0.2284,0.3624
32,4.0533,0.2293,0.3624
33,4.0609,0.2293,0.3625
34,4.0561,0.2296,0.3625
35,4.0657,0.2277,0.3624
36,4.0561,0.2288,0.3623
37,4.0695,0.2291,0.3625
38,4.058,0.2277,0.3622
39,4.059,0.2281,0.3623
40,4.0609,0.2294,0.3626
41,4.0657,0.2285,0.3624
42,4.0647,0.228,0.3622
43,4.0676,0.228,0.3624
44,4.059,0.22899999999999998,0.3625
45,4.0561,0.2284,0.3624
46,4.058,0.2283,0.3623
47,4.0485,0.228,0.3624
48,4.0618,0.2279,0.3624
49,4.0542,0.2284,0.3625
50,4.0561,0.2287,0.3624
51,4.0647,0.22899999999999998,0.3624
52,4.0571,0.2295,0.3624
53,4.0637,0.2286,0.3624
54,4.058,0.2292,0.3624
55,4.0599,0.2288,0.3625
56,4.0561,0.2292,0.3624
57,4.0618,0.2277,0.3621
58,4.0609,0.2288,0.3624
59,4.0628,0.2294,0.3625
60,4.0685,0.2297,0.3625
61,4.059,0.2278,0.3622
62,4.0618,0.2273,0.3622
63,4.0561,0.2282,0.3624
64,4.0523,0.2292,0.3624
65,4.058,0.2282,0.3623
66,4.0637,0.2287,0.3624
67,4.0628,0.2297,0.3626
68,4.0628,0.2304,0.3625
69,4.0637,0.2284,0.3625
70,4.0599,0.2286,0.3623
71,4.0647,0.2283,0.3624
72,4.0666,0.2293,0.3625
73,4.058,0.2291,0.3625
74,4.0542,0.2288,0.3624
75,4.0628,0.2277,0.3623
76,4.0637,0.2295,0.3625
77,4.0599,0.2297,0.3626
78,4.0523,0.2289,0.3624
79,4.0637,0.228,0.3623
80,4.0599,0.22899999999999998,0.3624
81,4.059,0.2295,0.3626
82,4.058,0.2286,0.3624
83,4.0647,0.228,0.3624
84,4.0704,0.2289,0.3625
85,4.0676,0.2292,0.3622
86,4.0514,0.2294,0.3625
87,4.0599,0.2291,0.3623
88,4.0637,0.2289,0.3624
89,4.0657,0.2271,0.3623
90,4.0561,0.2284,0.3623
91,4.0723,0.2298,0.3626
92,4.0676,0.2277,0.3622
93,4.0609,0.22899999999999998,0.3625
94,4.058,0.2281,0.3623
95,4.058,0.2286,0.3624
96,4.058,0.2276,0.3623
97,4.0618,0.2291,0.3625
98,4.0618,0.2282,0.3623
99,4.0618,0.2287,0.3623
