,fkgl,bleu,sari
0,6.0526,0.1967,0.3597
1,6.0502,0.1946,0.3594
2,6.0502,0.1975,0.3598
3,6.0518,0.1966,0.3597
4,6.0518,0.1968,0.3596
5,6.0502,0.1959,0.3597
6,6.051,0.1957,0.3596
7,6.0494,0.198,0.36
8,6.0502,0.1961,0.3594
9,6.0502,0.1967,0.3596
10,6.051,0.1951,0.3596
11,6.0502,0.1963,0.3596
12,6.0494,0.1967,0.3597
13,6.051,0.1964,0.3595
14,6.0502,0.1964,0.3596
15,6.0494,0.1963,0.3594
16,6.0518,0.1962,0.3598
17,6.0502,0.1959,0.3596
18,6.051,0.1978,0.3598
19,6.0502,0.1965,0.3598
20,6.0502,0.196,0.3595
21,6.0502,0.1967,0.3599
22,6.0478,0.1985,0.3601
23,6.0518,0.1983,0.3598
24,6.0502,0.1953,0.3595
25,6.051,0.1963,0.3594
26,6.0502,0.1956,0.3594
27,6.0518,0.197,0.3597
28,6.0502,0.1971,0.3599
29,6.051,0.1958,0.3596
30,6.0502,0.1972,0.3598
31,6.051,0.1975,0.3598
32,6.0494,0.1967,0.3595
33,6.0502,0.196,0.3595
34,6.0518,0.1964,0.3595
35,6.051,0.1967,0.3596
36,6.0526,0.1964,0.3595
37,6.051,0.1976,0.3598
38,6.0526,0.1954,0.3596
39,6.0502,0.1973,0.36
40,6.0518,0.1976,0.3598
41,6.051,0.1961,0.3595
42,6.0518,0.1974,0.3597
43,6.0526,0.194,0.3593
44,6.0526,0.1969,0.3596
45,6.0518,0.1941,0.3595
46,6.051,0.1954,0.3592
47,6.051,0.1966,0.3594
48,6.0502,0.196,0.3597
49,6.051,0.1957,0.3593
50,6.0502,0.1981,0.3599
51,6.0518,0.1957,0.3592
52,6.0494,0.1959,0.3595
53,6.0502,0.1964,0.3596
54,6.0502,0.1947,0.3592
55,6.051,0.1961,0.3597
56,6.0502,0.1961,0.3594
57,6.0526,0.1973,0.3596
58,6.0518,0.1966,0.3597
59,6.0486,0.1973,0.3598
60,6.0494,0.1967,0.3596
61,6.0494,0.1965,0.3598
62,6.0502,0.1967,0.3597
63,6.0518,0.1968,0.3598
64,6.0518,0.1964,0.3597
65,6.0526,0.1954,0.3593
66,6.051,0.1961,0.3595
67,6.051,0.1957,0.3594
68,6.0502,0.1957,0.3596
69,6.051,0.1963,0.3598
70,6.0526,0.1965,0.3595
71,6.0518,0.1949,0.3595
72,6.051,0.1964,0.3594
73,6.0526,0.1958,0.3594
74,6.0518,0.1954,0.3593
75,6.0494,0.1959,0.3594
76,6.0518,0.1957,0.3595
77,6.0526,0.1964,0.3597
78,6.0502,0.1969,0.3596
79,6.051,0.1959,0.3596
80,6.0494,0.1971,0.3599
81,6.051,0.1978,0.3597
82,6.0486,0.1969,0.3597
83,6.0494,0.1954,0.3596
84,6.0502,0.1954,0.3595
85,6.0486,0.1976,0.3597
86,6.0502,0.1976,0.3598
87,6.0518,0.1962,0.3594
88,6.051,0.1966,0.3596
89,6.0526,0.1971,0.3597
90,6.051,0.196,0.3593
91,6.0494,0.197,0.3597
92,6.051,0.1957,0.3595
93,6.0518,0.1966,0.3598
94,6.0502,0.1953,0.3594
95,6.0502,0.1968,0.3595
96,6.051,0.1957,0.3593
97,6.0526,0.195,0.3596
98,6.0502,0.1949,0.3591
99,6.051,0.1968,0.3593
