,fkgl,bleu,sari
0,5.2351,0.2054,0.3618
1,5.236,0.2055,0.3618
2,5.2324,0.2089,0.3622
3,5.2351,0.2062,0.36200000000000004
4,5.2342,0.2072,0.36200000000000004
5,5.2342,0.2054,0.3617
6,5.2351,0.2066,0.3621
7,5.2351,0.2066,0.36200000000000004
8,5.237,0.2061,0.3617
9,5.2351,0.2066,0.3617
10,5.236,0.2068,0.3619
11,5.2351,0.2076,0.3621
12,5.2342,0.2054,0.3618
13,5.236,0.2053,0.3617
14,5.2333,0.2056,0.3616
15,5.2342,0.2062,0.3618
16,5.236,0.2047,0.3616
17,5.2342,0.2075,0.36200000000000004
18,5.237,0.2048,0.3618
19,5.2342,0.2057,0.3615
20,5.2351,0.2057,0.3618
21,5.2333,0.2069,0.3621
22,5.2342,0.2056,0.3616
23,5.2351,0.2055,0.3618
24,5.2379,0.2048,0.3617
25,5.2342,0.2057,0.3619
26,5.236,0.2056,0.3616
27,5.2351,0.2067,0.3619
28,5.2342,0.2048,0.3617
29,5.2342,0.2077,0.3619
30,5.2315,0.2068,0.3618
31,5.2315,0.2064,0.3616
32,5.2315,0.2046,0.3615
33,5.2379,0.2051,0.3616
34,5.237,0.2057,0.3617
35,5.2351,0.205,0.3614
36,5.236,0.2037,0.3612
37,5.2342,0.2056,0.36200000000000004
38,5.2351,0.2044,0.3613
39,5.236,0.2045,0.3617
40,5.2351,0.2057,0.3617
41,5.2333,0.2064,0.3622
42,5.236,0.2052,0.3618
43,5.236,0.2073,0.3619
44,5.2351,0.2082,0.3621
45,5.2333,0.2039,0.3616
46,5.2315,0.2055,0.3618
47,5.2342,0.2061,0.3615
48,5.2342,0.20600000000000002,0.3617
49,5.2342,0.2069,0.3618
50,5.2324,0.2062,0.3618
51,5.2342,0.2073,0.3622
52,5.237,0.2057,0.3618
53,5.2351,0.2057,0.3617
54,5.2351,0.2065,0.3619
55,5.236,0.2052,0.3618
56,5.2324,0.207,0.3617
57,5.2342,0.2047,0.3614
58,5.2342,0.2055,0.3617
59,5.2342,0.2041,0.3615
60,5.2351,0.2068,0.36200000000000004
61,5.2351,0.2047,0.3617
62,5.236,0.2064,0.3618
63,5.2351,0.2052,0.3616
64,5.237,0.2049,0.3616
65,5.2324,0.207,0.3618
66,5.236,0.2058,0.3618
67,5.2342,0.2065,0.3616
68,5.2333,0.2062,0.3621
69,5.2351,0.2055,0.3617
70,5.2306,0.2045,0.3617
71,5.2342,0.2047,0.3616
72,5.2342,0.2056,0.36200000000000004
73,5.2324,0.2036,0.3614
74,5.2351,0.2073,0.3619
75,5.2306,0.2044,0.3616
76,5.2333,0.2049,0.3616
77,5.2351,0.2064,0.3621
78,5.2333,0.2054,0.3616
79,5.2324,0.2038,0.3613
80,5.237,0.2067,0.3621
81,5.2351,0.2052,0.3618
82,5.236,0.2058,0.3621
83,5.2351,0.2083,0.3623
84,5.2324,0.2046,0.3619
85,5.2351,0.2061,0.3618
86,5.2351,0.207,0.3618
87,5.236,0.2069,0.36200000000000004
88,5.2342,0.2062,0.3619
89,5.237,0.2053,0.3615
90,5.237,0.2078,0.36200000000000004
91,5.2342,0.2065,0.3617
92,5.2333,0.207,0.36200000000000004
93,5.2342,0.2068,0.3621
94,5.2342,0.2071,0.3618
95,5.2324,0.2036,0.3616
96,5.2333,0.2061,0.3619
97,5.2333,0.2035,0.3613
98,5.237,0.2055,0.3617
99,5.2342,0.2064,0.3618
