,fkgl,bleu,sari
0,6.126,0.2086,0.3599
1,6.1268,0.209,0.3599
2,6.1277,0.2083,0.3599
3,6.1277,0.2085,0.36
4,6.1277,0.2091,0.36
5,6.1277,0.2088,0.3598
6,6.1277,0.2094,0.3599
7,6.1277,0.2089,0.36
8,6.1268,0.2083,0.3597
9,6.1268,0.2082,0.3598
10,6.1252,0.2086,0.3599
11,6.1268,0.2088,0.36
12,6.1268,0.2093,0.36
13,6.1268,0.2093,0.3602
14,6.1268,0.2089,0.3601
15,6.1268,0.2094,0.36
16,6.1277,0.2087,0.3599
17,6.1277,0.2092,0.3601
18,6.1277,0.2088,0.3599
19,6.1277,0.209,0.3599
20,6.1277,0.2089,0.36
21,6.1268,0.2084,0.36
22,6.1268,0.2089,0.36
23,6.1268,0.2085,0.3599
24,6.1277,0.2074,0.3597
25,6.1277,0.2088,0.3599
26,6.1277,0.2083,0.3598
27,6.1268,0.2079,0.3599
28,6.1277,0.2085,0.3599
29,6.1277,0.2084,0.3599
30,6.1277,0.2088,0.3599
31,6.1268,0.2087,0.3599
32,6.1277,0.2089,0.3599
33,6.1277,0.2078,0.3598
34,6.1277,0.208,0.3598
35,6.1268,0.209,0.3599
36,6.1277,0.2087,0.3598
37,6.1268,0.2085,0.3598
38,6.1268,0.2089,0.3599
39,6.1277,0.2082,0.3598
40,6.1268,0.209,0.36
41,6.1277,0.2087,0.3599
42,6.1277,0.2095,0.3599
43,6.1277,0.2085,0.36
44,6.1277,0.2082,0.36
45,6.1277,0.2084,0.3598
46,6.1277,0.2082,0.3598
47,6.1277,0.2083,0.3599
48,6.1277,0.2088,0.36
49,6.1268,0.2089,0.3598
50,6.1277,0.2088,0.3599
51,6.1277,0.209,0.3599
52,6.126,0.2087,0.3598
53,6.1268,0.2082,0.3599
54,6.1277,0.2091,0.3599
55,6.1268,0.209,0.36
56,6.1277,0.2087,0.3598
57,6.1277,0.208,0.3598
58,6.1268,0.2086,0.36
59,6.1277,0.209,0.3599
60,6.1277,0.2085,0.3598
61,6.126,0.2085,0.3597
62,6.126,0.2089,0.3598
63,6.1268,0.209,0.36
64,6.1252,0.2092,0.3601
65,6.1268,0.2087,0.3599
66,6.1268,0.2087,0.36
67,6.1277,0.2088,0.3599
68,6.1268,0.2086,0.3599
69,6.1277,0.2087,0.36
70,6.1277,0.2091,0.3601
71,6.1277,0.2088,0.3599
72,6.1277,0.2081,0.36
73,6.1268,0.2087,0.3599
74,6.1277,0.209,0.3599
75,6.1268,0.2085,0.3597
76,6.1277,0.2087,0.36
77,6.1277,0.2085,0.3598
78,6.1268,0.209,0.3599
79,6.1268,0.209,0.36
80,6.1277,0.2089,0.36
81,6.1268,0.2092,0.3599
82,6.1277,0.2086,0.36
83,6.1277,0.2088,0.3599
84,6.1277,0.2095,0.36
85,6.1277,0.2085,0.3598
86,6.1277,0.2088,0.3599
87,6.1268,0.2087,0.3599
88,6.1268,0.2093,0.36
89,6.1277,0.2087,0.3599
90,6.1277,0.2086,0.3599
91,6.1268,0.2089,0.3601
92,6.1277,0.2095,0.36
93,6.1268,0.2093,0.36
94,6.1277,0.2087,0.3598
95,6.1277,0.2087,0.3598
96,6.1268,0.2084,0.36
97,6.1268,0.2085,0.3599
98,6.1277,0.2085,0.3598
99,6.1268,0.2091,0.36
