,fkgl,bleu,sari
0,5.9612,0.1817,0.3593
1,5.9596,0.182,0.3592
2,5.9604,0.1815,0.3592
3,5.9604,0.1812,0.3592
4,5.9588,0.1809,0.3591
5,5.9581,0.1815,0.3591
6,5.9596,0.1815,0.3593
7,5.9619,0.1815,0.3593
8,5.9596,0.1837,0.3595
9,5.9573,0.1824,0.3595
10,5.9596,0.1834,0.3594
11,5.9581,0.1808,0.3591
12,5.9588,0.1814,0.359
13,5.9596,0.1816,0.3594
14,5.9604,0.1826,0.3594
15,5.9604,0.1811,0.3594
16,5.9565,0.1821,0.3594
17,5.9604,0.1805,0.3592
18,5.9588,0.1805,0.3592
19,5.9604,0.1808,0.3592
20,5.9612,0.1819,0.3593
21,5.9604,0.1822,0.3594
22,5.9588,0.1804,0.3591
23,5.9581,0.1808,0.3591
24,5.9596,0.1814,0.3592
25,5.9612,0.1808,0.3593
26,5.9573,0.181,0.359
27,5.9596,0.1812,0.3592
28,5.9612,0.1827,0.3595
29,5.9588,0.1798,0.3591
30,5.9627,0.1806,0.3591
31,5.9635,0.1819,0.3591
32,5.9619,0.1822,0.3594
33,5.9619,0.1812,0.3592
34,5.9612,0.1816,0.3593
35,5.9612,0.1825,0.3594
36,5.9573,0.18,0.3591
37,5.9627,0.1812,0.3593
38,5.9604,0.1828,0.3595
39,5.9612,0.1817,0.3591
40,5.9581,0.1814,0.3592
41,5.9627,0.1812,0.3592
42,5.9596,0.1815,0.3593
43,5.9565,0.1813,0.3593
44,5.9565,0.1818,0.3595
45,5.9596,0.1831,0.3594
46,5.9612,0.1826,0.3593
47,5.9604,0.1822,0.3594
48,5.9627,0.1824,0.3593
49,5.9596,0.183,0.3595
50,5.9612,0.1821,0.3593
51,5.9565,0.1829,0.3593
52,5.9573,0.1821,0.3591
53,5.9588,0.1809,0.3592
54,5.9573,0.1812,0.359
55,5.9581,0.1837,0.3597
56,5.9565,0.1822,0.3594
57,5.9627,0.1809,0.3592
58,5.9604,0.1816,0.3593
59,5.9588,0.1809,0.3592
60,5.9612,0.1835,0.3595
61,5.9565,0.1821,0.3593
62,5.9596,0.1813,0.3593
63,5.9627,0.1809,0.3592
64,5.9565,0.1816,0.3591
65,5.9619,0.1806,0.3589
66,5.9588,0.1825,0.3594
67,5.9604,0.1813,0.3592
68,5.9565,0.1811,0.359
69,5.9588,0.1823,0.3594
70,5.9588,0.182,0.3594
71,5.9596,0.1831,0.3595
72,5.9612,0.1831,0.3595
73,5.9588,0.1806,0.3591
74,5.9596,0.1808,0.3591
75,5.9612,0.1821,0.3592
76,5.9619,0.1811,0.3594
77,5.9604,0.182,0.3595
78,5.9612,0.1812,0.3592
79,5.9612,0.1824,0.3593
80,5.9581,0.1818,0.3592
81,5.9588,0.1799,0.3591
82,5.9558,0.1813,0.3591
83,5.9619,0.1817,0.3591
84,5.9619,0.1824,0.3593
85,5.9588,0.1814,0.3593
86,5.9604,0.1796,0.3588
87,5.9612,0.1816,0.3592
88,5.9604,0.1831,0.3594
89,5.9612,0.1825,0.3593
90,5.9588,0.1812,0.3593
91,5.9588,0.1827,0.3595
92,5.9573,0.1805,0.3591
93,5.9596,0.1803,0.3589
94,5.9588,0.1816,0.3594
95,5.9596,0.1824,0.3595
96,5.9596,0.1822,0.3592
97,5.9604,0.1806,0.359
98,5.9588,0.1831,0.3594
99,5.9596,0.1814,0.3592
