,fkgl,bleu,sari
0,4.744,0.107,0.3471
1,4.744,0.1075,0.3471
2,4.7428,0.1068,0.347
3,4.7428,0.1075,0.3471
4,4.744,0.1072,0.3471
5,4.7442,0.1074,0.3472
6,4.744,0.1077,0.3472
7,4.744,0.1072,0.3471
8,4.744,0.1071,0.347
9,4.744,0.1066,0.3469
10,4.7428,0.107,0.3471
11,4.744,0.1068,0.347
12,4.7416,0.1073,0.3471
13,4.744,0.1067,0.347
14,4.744,0.1071,0.347
15,4.7428,0.1061,0.3469
16,4.744,0.1073,0.3471
17,4.744,0.1077,0.3472
18,4.7428,0.1074,0.347
19,4.7428,0.1079,0.3471
20,4.7428,0.1073,0.3471
21,4.744,0.1065,0.3469
22,4.7428,0.1078,0.3472
23,4.7428,0.1074,0.347
24,4.7428,0.1075,0.3471
25,4.744,0.1075,0.3471
26,4.7428,0.1068,0.3469
27,4.744,0.1066,0.3471
28,4.744,0.1072,0.3471
29,4.744,0.1067,0.347
30,4.7405,0.1071,0.3471
31,4.7428,0.1079,0.3471
32,4.7442,0.1072,0.3472
33,4.744,0.1073,0.3471
34,4.7416,0.1071,0.347
35,4.744,0.107,0.3472
36,4.744,0.1062,0.3469
37,4.744,0.1071,0.3471
38,4.7428,0.1071,0.347
39,4.7428,0.1067,0.3469
40,4.744,0.1077,0.3473
41,4.744,0.1064,0.3471
42,4.744,0.1076,0.3471
43,4.744,0.1075,0.3471
44,4.744,0.1077,0.3472
45,4.7428,0.1062,0.3469
46,4.7428,0.1072,0.347
47,4.744,0.1074,0.3472
48,4.744,0.1077,0.3472
49,4.744,0.1077,0.3472
50,4.7428,0.1073,0.3471
51,4.744,0.1073,0.3471
52,4.7416,0.1069,0.347
53,4.7431,0.1072,0.3471
54,4.744,0.1075,0.347
55,4.7416,0.1077,0.3471
56,4.744,0.1071,0.347
57,4.744,0.1072,0.3471
58,4.7428,0.1072,0.347
59,4.7428,0.1066,0.3469
60,4.744,0.1071,0.3471
61,4.7428,0.1068,0.3471
62,4.744,0.1074,0.3472
63,4.7428,0.1072,0.347
64,4.744,0.1076,0.3471
65,4.744,0.1069,0.347
66,4.7428,0.1069,0.347
67,4.7416,0.1066,0.3471
68,4.744,0.1078,0.3471
69,4.7416,0.1071,0.347
70,4.744,0.1068,0.347
71,4.7416,0.107,0.3471
72,4.7431,0.1063,0.3469
73,4.7428,0.1074,0.3471
74,4.7419,0.1067,0.347
75,4.744,0.1066,0.347
76,4.744,0.1073,0.3472
77,4.744,0.1075,0.3471
78,4.7393,0.1074,0.3472
79,4.7442,0.1073,0.347
80,4.744,0.1074,0.3471
81,4.744,0.1072,0.347
82,4.744,0.1067,0.347
83,4.7428,0.107,0.3471
84,4.744,0.107,0.3469
85,4.7428,0.1071,0.347
86,4.744,0.1069,0.3469
87,4.7442,0.1072,0.3471
88,4.7428,0.1068,0.347
89,4.7428,0.1068,0.347
90,4.7428,0.1068,0.347
91,4.744,0.1063,0.3469
92,4.7431,0.1065,0.347
93,4.744,0.107,0.347
94,4.7442,0.1079,0.3472
95,4.7428,0.1072,0.347
96,4.744,0.1069,0.3471
97,4.7405,0.1072,0.347
98,4.7428,0.1065,0.347
99,4.7428,0.1069,0.347
