,fkgl,bleu,sari
0,4.5984,0.1895,0.3597
1,4.5984,0.1895,0.3597
2,4.5984,0.1895,0.3597
3,4.5984,0.1895,0.3597
4,4.5984,0.1895,0.3597
5,4.5984,0.1895,0.3597
6,4.5984,0.1895,0.3597
7,4.5984,0.1895,0.3597
8,4.5984,0.1895,0.3597
9,4.5984,0.1895,0.3597
10,4.5984,0.1895,0.3597
11,4.5984,0.1895,0.3597
12,4.5984,0.1895,0.3597
13,4.5984,0.1895,0.3597
14,4.5984,0.1895,0.3597
15,4.5984,0.1895,0.3597
16,4.5984,0.1895,0.3597
17,4.5984,0.1895,0.3597
18,4.5984,0.1895,0.3597
19,4.5984,0.1895,0.3597
20,4.5984,0.1895,0.3597
21,4.5984,0.1895,0.3597
22,4.5984,0.1895,0.3597
23,4.5984,0.1895,0.3597
24,4.5984,0.1895,0.3597
25,4.5984,0.1895,0.3597
26,4.5984,0.1895,0.3597
27,4.5984,0.1895,0.3597
28,4.5984,0.1895,0.3597
29,4.5984,0.1895,0.3597
30,4.5984,0.1895,0.3597
31,4.5984,0.1895,0.3597
32,4.5984,0.1895,0.3597
33,4.5984,0.1895,0.3597
34,4.5984,0.1895,0.3597
35,4.5984,0.1895,0.3597
36,4.5984,0.1895,0.3597
37,4.5984,0.1895,0.3597
38,4.5984,0.1895,0.3597
39,4.5984,0.1895,0.3597
40,4.5984,0.1895,0.3597
41,4.5984,0.1895,0.3597
42,4.5984,0.1895,0.3597
43,4.5984,0.1895,0.3597
44,4.5984,0.1895,0.3597
45,4.5984,0.1895,0.3597
46,4.5984,0.1895,0.3597
47,4.5984,0.1895,0.3597
48,4.5984,0.1895,0.3597
49,4.5984,0.1895,0.3597
50,4.5984,0.1895,0.3597
51,4.5984,0.1895,0.3597
52,4.5984,0.1895,0.3597
53,4.5984,0.1895,0.3597
54,4.5984,0.1895,0.3597
55,4.5984,0.1895,0.3597
56,4.5984,0.1895,0.3597
57,4.5984,0.1895,0.3597
58,4.5984,0.1895,0.3597
59,4.5984,0.1895,0.3597
60,4.5984,0.1895,0.3597
61,4.5984,0.1895,0.3597
62,4.5984,0.1895,0.3597
63,4.5984,0.1895,0.3597
64,4.5984,0.1895,0.3597
65,4.5984,0.1895,0.3597
66,4.5984,0.1895,0.3597
67,4.5984,0.1895,0.3597
68,4.5984,0.1895,0.3597
69,4.5984,0.1895,0.3597
70,4.5984,0.1895,0.3597
71,4.5984,0.1895,0.3597
72,4.5984,0.1895,0.3597
73,4.5984,0.1895,0.3597
74,4.5984,0.1895,0.3597
75,4.5984,0.1895,0.3597
76,4.5984,0.1895,0.3597
77,4.5984,0.1895,0.3597
78,4.5984,0.1895,0.3597
79,4.5984,0.1895,0.3597
80,4.5984,0.1895,0.3597
81,4.5984,0.1895,0.3597
82,4.5984,0.1895,0.3597
83,4.5984,0.1895,0.3597
84,4.5984,0.1895,0.3597
85,4.5984,0.1895,0.3597
86,4.5984,0.1895,0.3597
87,4.5984,0.1895,0.3597
88,4.5984,0.1895,0.3597
89,4.5984,0.1895,0.3597
90,4.5984,0.1895,0.3597
91,4.5984,0.1895,0.3597
92,4.5984,0.1895,0.3597
93,4.5984,0.1895,0.3597
94,4.5984,0.1895,0.3597
95,4.5984,0.1895,0.3597
96,4.5984,0.1895,0.3597
97,4.5984,0.1895,0.3597
98,4.5984,0.1895,0.3597
99,4.5984,0.1895,0.3597
