,fkgl,bleu,sari
0,5.1631,0.2031,0.3601
1,5.2037,0.2008,0.3599
2,5.1779,0.1994,0.3596
3,5.1509,0.2015,0.3599
4,5.1863,0.2016,0.3599
5,5.1728,0.2009,0.3596
6,5.1458,0.2015,0.3597
7,5.1689,0.2002,0.3599
8,5.1503,0.2007,0.3596
9,5.1638,0.2012,0.3597
10,5.1747,0.2005,0.3598
11,5.2024,0.2003,0.3595
12,5.1779,0.2013,0.3599
13,5.1689,0.2,0.3597
14,5.1856,0.2007,0.3595
15,5.1516,0.199,0.3597
16,5.1754,0.2023,0.3601
17,5.1541,0.2007,0.3598
18,5.1992,0.2015,0.3601
19,5.1387,0.2006,0.3598
20,5.1863,0.2003,0.3597
21,5.1728,0.2006,0.3599
22,5.1728,0.2007,0.3597
23,5.1721,0.2007,0.3599
24,5.1901,0.2011,0.3596
25,5.1882,0.1995,0.3597
26,5.1792,0.2021,0.36
27,5.1728,0.2001,0.3596
28,5.1818,0.2015,0.3597
29,5.1721,0.2,0.3598
30,5.1612,0.2019,0.3603
31,5.1869,0.202,0.3598
32,5.1824,0.201,0.3597
33,5.1837,0.199,0.3595
34,5.1914,0.1996,0.3595
35,5.1535,0.2013,0.3598
36,5.1921,0.2015,0.3599
37,5.1728,0.2004,0.36
38,5.1856,0.2002,0.3596
39,5.1625,0.2022,0.3599
40,5.1792,0.2012,0.3597
41,5.1799,0.2017,0.3601
42,5.1573,0.2006,0.36
43,5.1721,0.2021,0.3603
44,5.1747,0.2009,0.3598
45,5.203,0.2022,0.3601
46,5.1741,0.2,0.3597
47,5.1651,0.1997,0.3596
48,5.1663,0.2017,0.3601
49,5.2056,0.2003,0.3598
50,5.1966,0.2004,0.3598
51,5.1528,0.2006,0.3599
52,5.1548,0.201,0.3598
53,5.1953,0.201,0.3598
54,5.1972,0.2002,0.3596
55,5.1959,0.2001,0.3597
56,5.2082,0.2001,0.3597
57,5.1573,0.2,0.3596
58,5.1709,0.2007,0.3596
59,5.1824,0.201,0.3597
60,5.1573,0.2015,0.3599
61,5.1779,0.2,0.3597
62,5.2056,0.2013,0.3596
63,5.1895,0.2003,0.3598
64,5.1889,0.2009,0.3596
65,5.1528,0.2003,0.3597
66,5.1451,0.2014,0.3596
67,5.1754,0.2004,0.3595
68,5.1734,0.1998,0.3595
69,5.1811,0.201,0.3599
70,5.1786,0.2009,0.3598
71,5.1792,0.2025,0.3602
72,5.1606,0.2024,0.3598
73,5.1921,0.2,0.36
74,5.1946,0.2004,0.3596
75,5.1779,0.2009,0.3599
76,5.1773,0.2007,0.3596
77,5.1811,0.2008,0.3599
78,5.1702,0.2017,0.3599
79,5.1754,0.2015,0.3598
80,5.1805,0.2009,0.3596
81,5.1985,0.201,0.3597
82,5.176,0.2006,0.3596
83,5.1889,0.2014,0.36
84,5.1876,0.2012,0.3599
85,5.1863,0.2006,0.3594
86,5.203,0.1995,0.3596
87,5.1696,0.2015,0.3599
88,5.1786,0.1998,0.3595
89,5.1657,0.2011,0.36
90,5.1985,0.2023,0.3602
91,5.1754,0.2009,0.3598
92,5.194,0.2001,0.3596
93,5.1979,0.2005,0.3598
94,5.1663,0.2007,0.3598
95,5.1773,0.201,0.3598
96,5.1709,0.2012,0.3602
97,5.1811,0.1997,0.3596
98,5.1953,0.2006,0.3598
99,5.1606,0.1999,0.3596
