,fkgl,bleu,sari
0,5.6346,0.2103,0.3601
1,5.6417,0.209,0.3598
2,5.6346,0.2099,0.3601
3,5.634,0.2089,0.3599
4,5.6539,0.2102,0.36
5,5.6372,0.2092,0.3599
6,5.632,0.2099,0.36
7,5.6449,0.2091,0.3598
8,5.652,0.2101,0.36
9,5.6423,0.2092,0.36
10,5.6398,0.2098,0.36
11,5.6269,0.2094,0.3598
12,5.6481,0.2096,0.3599
13,5.6365,0.21,0.36
14,5.6456,0.2092,0.3599
15,5.6404,0.2096,0.3599
16,5.6359,0.2103,0.36
17,5.6456,0.2102,0.3601
18,5.6359,0.2098,0.3598
19,5.6456,0.2098,0.3599
20,5.6295,0.2095,0.3599
21,5.6507,0.2096,0.3599
22,5.6501,0.2099,0.3601
23,5.6398,0.2103,0.3599
24,5.6494,0.2097,0.36
25,5.6443,0.2097,0.3599
26,5.6443,0.21,0.3601
27,5.6301,0.2102,0.3601
28,5.6314,0.2098,0.36
29,5.6333,0.2099,0.3601
30,5.6275,0.2096,0.36
31,5.6378,0.2097,0.36
32,5.6353,0.2095,0.3599
33,5.6571,0.2097,0.36
34,5.6546,0.2095,0.3599
35,5.6616,0.2097,0.3599
36,5.6333,0.2101,0.36
37,5.6436,0.2096,0.3599
38,5.6533,0.21,0.36
39,5.6398,0.2098,0.3599
40,5.6436,0.2101,0.3601
41,5.6353,0.2102,0.36
42,5.6391,0.2103,0.3601
43,5.6488,0.2092,0.3598
44,5.6372,0.2104,0.36
45,5.6507,0.2103,0.3601
46,5.6353,0.2097,0.3599
47,5.6513,0.21,0.36
48,5.6443,0.2099,0.3599
49,5.6327,0.2102,0.3601
50,5.6404,0.2099,0.3599
51,5.6327,0.21,0.36
52,5.6327,0.2099,0.36
53,5.6391,0.2092,0.3598
54,5.643,0.2098,0.36
55,5.6533,0.2093,0.36
56,5.641,0.2095,0.3599
57,5.641,0.2101,0.36
58,5.6295,0.21,0.3601
59,5.6468,0.2095,0.3598
60,5.6449,0.2099,0.3599
61,5.6436,0.2096,0.36
62,5.6327,0.2102,0.3601
63,5.6385,0.2104,0.3602
64,5.6224,0.2095,0.36
65,5.6346,0.2085,0.3598
66,5.6507,0.2099,0.3599
67,5.6295,0.2098,0.36
68,5.6468,0.2096,0.3599
69,5.6494,0.2107,0.3601
70,5.6385,0.2098,0.3599
71,5.6391,0.21,0.36
72,5.643,0.2101,0.3599
73,5.6597,0.2099,0.36
74,5.6333,0.2092,0.3597
75,5.6404,0.21,0.3601
76,5.643,0.2096,0.3598
77,5.6385,0.2106,0.3601
78,5.6385,0.2094,0.3599
79,5.634,0.2091,0.3598
80,5.6333,0.21,0.36
81,5.6288,0.2097,0.3599
82,5.6436,0.2092,0.3598
83,5.6398,0.2098,0.36
84,5.6552,0.209,0.3598
85,5.6385,0.2104,0.3601
86,5.6565,0.2094,0.36
87,5.6449,0.2097,0.3601
88,5.6468,0.2095,0.3597
89,5.632,0.2103,0.3599
90,5.6423,0.2093,0.36
91,5.6404,0.2101,0.36
92,5.6494,0.2099,0.3601
93,5.6218,0.21,0.3601
94,5.6546,0.2096,0.3599
95,5.6404,0.2096,0.3599
96,5.6263,0.2093,0.36
97,5.6558,0.2093,0.3599
98,5.6494,0.2093,0.3599
99,5.6584,0.2095,0.3598
