,fkgl,bleu,sari
0,3.9811,0.1023,0.3472
1,3.9651,0.1005,0.347
2,3.9536,0.1013,0.3471
3,3.9722,0.1013,0.3471
4,3.9358,0.102,0.3472
5,3.9509,0.1,0.3469
6,3.9482,0.1014,0.3471
7,3.9856,0.1008,0.3471
8,3.9402,0.1023,0.3472
9,3.9393,0.1014,0.3471
10,3.942,0.102,0.3471
11,3.9598,0.1029,0.3474
12,3.9607,0.1015,0.347
13,3.9731,0.1006,0.347
14,3.942,0.1018,0.3473
15,3.942,0.1023,0.3472
16,3.9545,0.1016,0.3472
17,3.9509,0.1012,0.347
18,3.9536,0.1008,0.3471
19,3.9411,0.1009,0.3469
20,3.9349,0.1017,0.3473
21,3.9473,0.1007,0.347
22,3.9313,0.1019,0.3473
23,3.9518,0.1014,0.3472
24,3.9278,0.1018,0.3473
25,3.966,0.1003,0.347
26,3.9794,0.1022,0.3471
27,3.9251,0.102,0.3474
28,3.9554,0.1018,0.3473
29,3.9785,0.1034,0.3473
30,3.9296,0.1017,0.3473
31,3.9545,0.1026,0.3474
32,3.9598,0.101,0.347
33,3.958,0.1022,0.3474
34,3.9296,0.1036,0.3476
35,3.926,0.1011,0.3471
36,3.9456,0.1027,0.3475
37,3.9473,0.1029,0.3474
38,3.974,0.1017,0.3472
39,3.9536,0.1011,0.3472
40,3.9758,0.1012,0.3472
41,3.9518,0.1029,0.3473
42,3.9358,0.1021,0.3474
43,3.9385,0.1023,0.3472
44,3.9562,0.1008,0.3471
45,3.9207,0.1022,0.3473
46,3.942,0.1025,0.3474
47,3.9767,0.1021,0.3473
48,3.9571,0.1018,0.3472
49,3.9678,0.1009,0.347
50,3.9482,0.1014,0.3473
51,3.9589,0.1022,0.3474
52,3.9518,0.1033,0.3474
53,3.9625,0.1018,0.3474
54,3.9473,0.1023,0.3471
55,3.9322,0.1017,0.3474
56,3.9491,0.1018,0.3473
57,3.9607,0.1012,0.3467
58,3.9589,0.1018,0.3472
59,3.942,0.1017,0.3472
60,3.9482,0.103,0.3474
61,3.9482,0.1018,0.3473
62,3.9322,0.1008,0.3471
63,3.9225,0.1015,0.3471
64,3.9367,0.1024,0.3472
65,3.9776,0.102,0.3472
66,3.9945,0.1006,0.3471
67,3.9554,0.1016,0.3473
68,3.9376,0.1013,0.3473
69,3.9634,0.1012,0.3469
70,3.918,0.1021,0.3471
71,3.9411,0.1018,0.3472
72,3.9562,0.1009,0.347
73,3.9678,0.1018,0.3472
74,3.958,0.1016,0.3471
75,3.9331,0.1007,0.347
76,3.9607,0.1003,0.3469
77,3.9456,0.1019,0.3474
78,3.958,0.1019,0.3473
79,3.958,0.1006,0.3472
80,3.9465,0.1006,0.347
81,3.9402,0.1019,0.3472
82,3.9536,0.1017,0.3475
83,3.934,0.1013,0.3469
84,3.9411,0.1014,0.3469
85,3.966,0.1027,0.3476
86,3.9562,0.1029,0.3473
87,3.9367,0.1016,0.347
88,3.9429,0.0999,0.347
89,3.9491,0.1005,0.3471
90,3.9518,0.1021,0.3473
91,3.9482,0.1004,0.3469
92,3.9607,0.1017,0.3473
93,3.9651,0.1025,0.3474
94,3.9731,0.1027,0.3475
95,3.9269,0.1013,0.3472
96,3.9349,0.102,0.3474
97,3.9393,0.1023,0.3474
98,3.9429,0.1012,0.3473
99,3.9669,0.1013,0.3471
