,fkgl,bleu,sari
0,5.7236,0.2089,0.3598
1,5.736,0.2084,0.3599
2,5.7286,0.2085,0.3599
3,5.7392,0.2083,0.3598
4,5.7189,0.2094,0.36
5,5.7315,0.209,0.3599
6,5.7356,0.2089,0.3598
7,5.7319,0.2084,0.36
8,5.7406,0.2092,0.36
9,6.113,0.2087,0.36
10,5.7202,0.2085,0.3598
11,6.1179,0.209,0.3599
12,5.7317,0.2092,0.3599
13,6.1027,0.2082,0.3597
14,5.7257,0.2088,0.3598
15,5.7308,0.2088,0.3599
16,5.7227,0.2081,0.3599
17,6.123,0.2092,0.3598
18,5.7282,0.2094,0.36
19,5.7406,0.2088,0.3598
20,5.7279,0.2086,0.3599
21,6.1206,0.2095,0.3601
22,5.7426,0.2087,0.3598
23,5.7324,0.2087,0.3598
24,5.7366,0.2102,0.3601
25,5.7345,0.2086,0.3597
26,5.7308,0.2093,0.36
27,5.731,0.2085,0.3598
28,5.7319,0.2088,0.3599
29,5.7258,0.2096,0.3599
30,5.7359,0.2081,0.3594
31,5.7266,0.2088,0.3598
32,5.7215,0.2087,0.3598
33,6.1277,0.2101,0.36
34,5.7374,0.2078,0.3597
35,5.7282,0.2093,0.3599
36,5.7292,0.2082,0.3596
37,5.7287,0.2092,0.3599
38,5.7281,0.2091,0.36
39,6.1272,0.2088,0.3599
40,6.1237,0.2087,0.3598
41,5.7316,0.2091,0.36
42,6.1239,0.2089,0.3601
43,6.1183,0.2086,0.3599
44,6.1148,0.2076,0.3594
45,5.7345,0.2095,0.36
46,5.7319,0.2097,0.3599
47,5.7377,0.2094,0.36
48,5.7356,0.2084,0.3597
49,6.1185,0.2092,0.3599
50,5.7317,0.2086,0.3599
51,5.7345,0.2087,0.3598
52,5.7311,0.2085,0.3596
53,5.7255,0.2098,0.3599
54,5.7319,0.2081,0.3597
55,6.1241,0.2086,0.3599
56,5.7234,0.2095,0.36
57,5.7253,0.2083,0.3597
58,5.7319,0.2083,0.3593
59,5.7317,0.2096,0.3601
60,5.7371,0.2084,0.3599
61,5.7232,0.2089,0.3598
62,6.1203,0.2083,0.3595
63,5.7296,0.2097,0.3601
64,5.7289,0.2091,0.3599
65,5.7215,0.2089,0.3597
66,5.7292,0.2076,0.3597
67,5.7223,0.2096,0.3599
68,5.7411,0.2093,0.36
69,5.733,0.2093,0.3599
70,6.1211,0.2093,0.3597
71,5.7443,0.2095,0.36
72,5.735,0.2096,0.36
73,5.7336,0.2092,0.3601
74,5.7298,0.2086,0.3599
75,6.1224,0.2093,0.36
76,6.1239,0.208,0.3594
77,6.1155,0.209,0.3599
78,5.7305,0.2091,0.3599
79,5.7284,0.2089,0.3599
80,5.7218,0.209,0.3599
81,5.7216,0.2094,0.36
82,5.7303,0.2089,0.3598
83,5.7327,0.2088,0.3598
84,5.7388,0.2093,0.36
85,5.7332,0.2085,0.3597
86,5.7257,0.2083,0.3599
87,5.7315,0.2092,0.3601
88,5.7313,0.2087,0.3599
89,5.7218,0.2087,0.3598
90,5.735,0.2094,0.3599
91,5.7227,0.2091,0.3599
92,5.7306,0.2088,0.3598
93,5.7385,0.2092,0.36
94,5.7189,0.2088,0.3599
95,5.7268,0.2101,0.3601
96,5.7281,0.2091,0.3599
97,6.1079,0.2095,0.3599
98,5.7311,0.2091,0.3598
99,5.7379,0.2086,0.3597
