,fkgl,bleu,sari
0,4.7246,0.1057,0.347
1,4.7433,0.1065,0.347
2,4.7238,0.1066,0.3471
3,4.7187,0.1056,0.3469
4,4.722,0.1061,0.347
5,4.7412,0.1062,0.347
6,4.7386,0.1063,0.347
7,4.7347,0.1048,0.3468
8,4.7235,0.106,0.347
9,4.7332,0.1065,0.3471
10,4.7332,0.106,0.347
11,4.7164,0.1061,0.347
12,4.741,0.1062,0.3469
13,4.7401,0.1066,0.3471
14,4.7332,0.1067,0.347
15,4.7258,0.1067,0.3471
16,4.7297,0.1068,0.3473
17,4.7143,0.1059,0.3469
18,4.7176,0.1059,0.3469
19,4.7359,0.1059,0.347
20,4.727,0.1064,0.3471
21,4.7214,0.1054,0.3468
22,4.7273,0.1064,0.3471
23,4.7315,0.1067,0.3471
24,4.7356,0.1053,0.3468
25,4.7264,0.1064,0.3469
26,4.7326,0.1062,0.347
27,4.7332,0.1061,0.3472
28,4.7241,0.1064,0.3471
29,4.7137,0.1073,0.3472
30,4.7235,0.1063,0.3471
31,4.7252,0.107,0.3471
32,4.7152,0.1057,0.3468
33,4.7187,0.1066,0.347
34,4.73,0.1057,0.347
35,4.7318,0.1061,0.3469
36,4.7371,0.1065,0.3471
37,4.7362,0.1067,0.3471
38,4.722,0.1062,0.3471
39,4.7217,0.1059,0.3471
40,4.7359,0.1059,0.3469
41,4.7244,0.1067,0.347
42,4.7116,0.1066,0.3471
43,4.7475,0.1067,0.3471
44,4.7241,0.1064,0.347
45,4.7294,0.1063,0.3471
46,4.7365,0.1061,0.347
47,4.7401,0.1048,0.3469
48,4.7253,0.106,0.347
49,4.725,0.1057,0.347
50,4.7264,0.1059,0.347
51,4.7258,0.1076,0.3472
52,4.7285,0.1063,0.3471
53,4.7312,0.1059,0.347
54,4.7404,0.1057,0.3469
55,4.7383,0.1058,0.3469
56,4.7306,0.1069,0.347
57,4.7261,0.1065,0.347
58,4.7341,0.1066,0.3471
59,4.7353,0.1059,0.347
60,4.7386,0.1067,0.3471
61,4.7146,0.1068,0.3471
62,4.7377,0.106,0.347
63,4.733,0.1065,0.347
64,4.73,0.1063,0.347
65,4.7294,0.1065,0.347
66,4.7309,0.1069,0.3472
67,4.7371,0.1065,0.3469
68,4.7187,0.1067,0.3471
69,4.7226,0.1061,0.3469
70,4.7389,0.1058,0.3469
71,4.7255,0.1058,0.347
72,4.7439,0.1063,0.347
73,4.7359,0.1071,0.3473
74,4.7267,0.105,0.3468
75,4.7383,0.1056,0.3468
76,4.7368,0.106,0.3468
77,4.7211,0.1069,0.347
78,4.7368,0.1055,0.347
79,4.7285,0.1061,0.3469
80,4.7205,0.1073,0.3472
81,4.7258,0.1067,0.347
82,4.735,0.1054,0.3469
83,4.7318,0.1059,0.347
84,4.7279,0.1064,0.347
85,4.7252,0.1064,0.347
86,4.7395,0.1065,0.3471
87,4.7347,0.107,0.3471
88,4.7427,0.1062,0.3471
89,4.7368,0.1063,0.347
90,4.7134,0.1062,0.347
91,4.7193,0.1063,0.3468
92,4.7297,0.1055,0.3468
93,4.722,0.1063,0.3471
94,4.7297,0.1059,0.3469
95,4.7264,0.1063,0.347
96,4.724,0.1055,0.3469
97,4.7433,0.1059,0.347
98,4.7196,0.1066,0.347
99,4.7318,0.1064,0.3469
