,fkgl,bleu,sari
0,6.025,0.1971,0.3594
1,6.018,0.1967,0.3593
2,5.6012,0.1964,0.3593
3,6.0289,0.1969,0.3593
4,5.6006,0.1942,0.3583
5,6.0336,0.1949,0.3591
6,5.6293,0.1983,0.3597
7,6.0205,0.1964,0.3595
8,5.6223,0.1956,0.3589
9,5.6115,0.1976,0.3596
10,6.0129,0.1985,0.3598
11,6.0159,0.1986,0.3593
12,6.0153,0.1957,0.359
13,6.0259,0.1946,0.359
14,6.003,0.1969,0.3589
15,6.0213,0.1963,0.3593
16,5.6163,0.1997,0.3595
17,6.0032,0.1966,0.3596
18,5.9981,0.1945,0.359
19,6.0293,0.1966,0.3592
20,6.0285,0.1971,0.3592
21,5.9954,0.1979,0.3592
22,6.0209,0.1982,0.3595
23,5.6012,0.1993,0.3598
24,6.024,0.1968,0.3597
25,6.0024,0.1953,0.3589
26,5.6176,0.1956,0.3592
27,5.6305,0.1957,0.3589
28,5.6276,0.1991,0.3597
29,5.618,0.196,0.359
30,5.6344,0.1942,0.3587
31,5.6206,0.1951,0.3591
32,6.0265,0.1983,0.3595
33,6.0139,0.1962,0.3594
34,5.6158,0.1984,0.3597
35,5.6112,0.1971,0.3594
36,5.6263,0.1973,0.3593
37,5.6409,0.1942,0.3588
38,5.9909,0.1983,0.3595
39,6.0109,0.1967,0.3591
40,5.6223,0.1967,0.3593
41,5.9979,0.1938,0.3588
42,6.0301,0.1974,0.3596
43,5.6406,0.1978,0.3596
44,5.6041,0.1958,0.3593
45,5.9985,0.1962,0.3594
46,6.0277,0.1957,0.359
47,5.6239,0.1963,0.3594
48,5.6308,0.1952,0.359
49,5.6485,0.1961,0.3593
50,5.6124,0.1954,0.3593
51,5.623,0.1956,0.359
52,6.0166,0.1963,0.3593
53,5.9997,0.1973,0.3595
54,6.0039,0.1968,0.3593
55,6.006,0.197,0.3594
56,5.5975,0.1948,0.3589
57,5.6282,0.1946,0.3589
58,6.0184,0.1977,0.3591
59,6.0243,0.1977,0.3594
60,5.6295,0.1956,0.3591
61,5.64,0.1961,0.359
62,6.046,0.1951,0.3592
63,6.0094,0.1972,0.3593
64,5.6316,0.1991,0.3598
65,5.6355,0.1963,0.3593
66,5.6254,0.1965,0.3594
67,6.0012,0.1984,0.3596
68,5.6165,0.197,0.3594
69,6.0045,0.1947,0.3593
70,6.0158,0.1962,0.3589
71,5.6457,0.199,0.3596
72,6.0146,0.1956,0.3593
73,5.6243,0.1961,0.3594
74,5.6411,0.1953,0.3593
75,5.9974,0.1956,0.3591
76,5.986,0.1971,0.3594
77,6.0126,0.1943,0.3591
78,6.0087,0.1975,0.3594
79,6.0113,0.1971,0.3594
80,6.0142,0.1969,0.3593
81,5.6141,0.2,0.3599
82,5.6392,0.1964,0.359
83,6.0196,0.1962,0.3592
84,5.6448,0.1969,0.3595
85,5.9981,0.1988,0.3598
86,6.0335,0.1977,0.3595
87,6.0136,0.196,0.3591
88,5.6156,0.1954,0.359
89,6.0207,0.1982,0.3598
90,6.0288,0.1964,0.3596
91,5.6332,0.1968,0.3594
92,5.6306,0.1972,0.3593
93,6.0302,0.1972,0.3595
94,6.0057,0.1959,0.3592
95,5.6004,0.1985,0.3595
96,6.0236,0.1969,0.3592
97,6.0061,0.1945,0.359
98,5.613,0.1976,0.3595
99,5.6455,0.1961,0.3588
