,fkgl,bleu,sari
0,2.7204,0.0974,0.3464
1,2.7176,0.0998,0.3468
2,2.7115,0.0975,0.3465
3,2.7163,0.0986,0.3467
4,2.7285,0.0988,0.3467
5,2.7665,0.0976,0.3466
6,2.7191,0.0979,0.3465
7,2.738,0.101,0.3469
8,2.7217,0.0994,0.3467
9,2.7333,0.0972,0.3464
10,2.711,0.099,0.3466
11,2.7451,0.0981,0.3465
12,2.721,0.1007,0.3469
13,2.7384,0.099,0.3467
14,2.7118,0.1006,0.347
15,2.715,0.0994,0.3467
16,2.7012,0.1005,0.347
17,2.733,0.098,0.3466
18,2.7071,0.0978,0.3465
19,2.7463,0.0973,0.3463
20,2.7341,0.097,0.3465
21,2.7033,0.0968,0.3465
22,2.7464,0.0995,0.3469
23,2.7405,0.1003,0.347
24,2.7142,0.0973,0.3465
25,2.7277,0.1004,0.3468
26,2.7242,0.0994,0.3467
27,2.7103,0.0978,0.3466
28,2.7083,0.0983,0.3467
29,2.7051,0.0987,0.3467
30,2.7308,0.1001,0.3469
31,2.7446,0.0991,0.3468
32,2.7062,0.0991,0.3467
33,2.7062,0.097,0.3463
34,2.7226,0.0985,0.3466
35,2.7065,0.0989,0.3467
36,2.732,0.0975,0.3467
37,2.7511,0.099,0.3467
38,2.7046,0.099,0.3467
39,2.7347,0.097,0.3464
40,2.7345,0.0992,0.3468
41,2.7368,0.0985,0.3465
42,2.7032,0.0991,0.3464
43,2.7105,0.0987,0.3466
44,2.7388,0.0979,0.3465
45,2.7214,0.0996,0.3469
46,2.7872,0.0978,0.3466
47,2.7128,0.0995,0.3468
48,2.7196,0.0958,0.3463
49,2.7306,0.0978,0.3466
50,2.7492,0.0989,0.3468
51,2.7491,0.0985,0.3468
52,2.7226,0.0984,0.3466
53,2.7436,0.0984,0.3466
54,2.7242,0.0987,0.3468
55,2.7419,0.0993,0.3466
56,2.7421,0.0965,0.3463
57,2.7222,0.0983,0.3466
58,2.7623,0.0989,0.3467
59,2.734,0.0967,0.3465
60,2.7377,0.0983,0.3465
61,2.7291,0.0997,0.3469
62,2.7295,0.0969,0.3464
63,2.7317,0.0976,0.3465
64,2.7182,0.0987,0.3465
65,2.7385,0.0999,0.3469
66,2.7464,0.0997,0.3469
67,2.7155,0.0987,0.3466
68,2.7293,0.0989,0.3467
69,2.7128,0.0975,0.3464
70,2.724,0.0991,0.3468
71,2.7364,0.0985,0.3466
72,2.6789,0.0976,0.3466
73,2.7437,0.0991,0.3467
74,2.7228,0.0995,0.3467
75,2.7666,0.0992,0.3467
76,2.7232,0.0991,0.3468
77,2.7149,0.0991,0.3468
78,2.7154,0.0979,0.3464
79,2.761,0.0963,0.3465
80,2.6946,0.0978,0.3466
81,2.687,0.0983,0.3467
82,2.7238,0.0988,0.3466
83,2.7418,0.1003,0.347
84,2.7229,0.0973,0.3465
85,2.73,0.0996,0.3468
86,2.7156,0.0975,0.3465
87,2.7339,0.0981,0.3467
88,2.7332,0.0991,0.3467
89,2.7144,0.0978,0.3465
90,2.7292,0.1002,0.3468
91,2.7288,0.0994,0.3466
92,2.7373,0.0989,0.3467
93,2.7473,0.0982,0.3466
94,2.7249,0.0985,0.3465
95,2.7333,0.0974,0.3463
96,2.7362,0.0999,0.3468
97,2.7308,0.0996,0.3467
98,2.7099,0.0969,0.3463
99,2.7331,0.0989,0.3468
