,fkgl,bleu,sari
0,3.4882,0.1959,0.3591
1,3.4481,0.1965,0.3592
2,3.4477,0.1988,0.3591
3,3.4392,0.1962,0.3588
4,3.451,0.198,0.3592
5,3.4348,0.1976,0.3592
6,3.4498,0.1965,0.3589
7,3.4579,0.1968,0.3591
8,3.4515,0.1956,0.3589
9,3.4474,0.1994,0.3595
10,3.4325,0.1945,0.3586
11,3.4604,0.1971,0.359
12,3.4468,0.196,0.359
13,3.4479,0.1957,0.359
14,3.4432,0.1983,0.3592
15,3.4503,0.1972,0.3592
16,3.4218,0.1955,0.359
17,3.4628,0.1961,0.3592
18,3.4283,0.1974,0.3591
19,3.4586,0.1995,0.3594
20,3.4477,0.1976,0.3592
21,3.4489,0.1979,0.3589
22,3.4594,0.198,0.3595
23,3.4416,0.1964,0.3589
24,3.4524,0.1961,0.3588
25,3.4667,0.1987,0.3594
26,3.439,0.1976,0.359
27,3.4445,0.1977,0.3591
28,3.4595,0.1972,0.3591
29,3.4149,0.1978,0.3593
30,3.443,0.1964,0.3591
31,3.4527,0.197,0.3591
32,3.4396,0.1979,0.3592
33,3.4434,0.1958,0.3589
34,3.4434,0.1963,0.3589
35,3.4655,0.1972,0.3591
36,3.4366,0.1983,0.3593
37,3.4497,0.1969,0.3589
38,3.4655,0.1982,0.3591
39,3.4566,0.1955,0.3584
40,3.446,0.1971,0.3588
41,3.4261,0.1955,0.3583
42,3.4419,0.1956,0.359
43,3.4476,0.1941,0.3587
44,3.4532,0.1944,0.3586
45,3.425,0.1954,0.3591
46,3.457,0.1958,0.3588
47,3.4442,0.1958,0.3589
48,3.4421,0.1953,0.3584
49,3.4325,0.1968,0.359
50,3.4547,0.1967,0.3589
51,3.4481,0.1972,0.3591
52,3.4558,0.1982,0.3595
53,3.4282,0.1968,0.3587
54,3.4485,0.1946,0.3584
55,3.4545,0.194,0.3583
56,3.4366,0.1986,0.3593
57,3.4384,0.1979,0.3595
58,3.4325,0.1959,0.3589
59,3.4513,0.1967,0.3589
60,3.4477,0.195,0.3588
61,3.4272,0.1964,0.3591
62,3.4439,0.1947,0.3589
63,3.4332,0.1955,0.3587
64,3.4494,0.1987,0.3593
65,3.4497,0.1945,0.3585
66,3.438,0.1979,0.3592
67,3.4138,0.1974,0.359
68,3.4671,0.1971,0.3587
69,3.4655,0.1974,0.3592
70,3.4432,0.1969,0.359
71,3.4314,0.1972,0.3588
72,3.4327,0.196,0.359
73,3.4434,0.1973,0.3588
74,3.4291,0.1963,0.359
75,3.4489,0.1959,0.3586
76,3.4361,0.1962,0.359
77,3.4612,0.1962,0.3587
78,3.4663,0.1972,0.359
79,3.4529,0.1956,0.3588
80,3.4494,0.1962,0.3588
81,3.45,0.1976,0.3591
82,3.444,0.195,0.3585
83,3.4545,0.1964,0.3588
84,3.4419,0.1967,0.3591
85,3.4623,0.1947,0.3589
86,3.4657,0.1971,0.3589
87,3.4542,0.1939,0.3583
88,3.4505,0.1949,0.3587
89,3.438,0.1961,0.3589
90,3.4345,0.1971,0.3592
91,3.4659,0.1974,0.3591
92,3.4487,0.1969,0.3591
93,3.4723,0.1965,0.3586
94,3.4469,0.1983,0.3591
95,3.4621,0.1973,0.3595
96,3.4671,0.1958,0.3589
97,3.4453,0.1966,0.3587
98,3.4495,0.1956,0.3591
99,3.4232,0.197,0.3588
