,fkgl,bleu,sari
0,2.678,0.2182,0.3613
1,2.6524,0.2148,0.3608
2,2.6276,0.2192,0.3617
3,2.6314,0.2152,0.3611
4,2.6423,0.2196,0.3618
5,2.6534,0.2175,0.3614
6,2.6314,0.2192,0.3616
7,2.6526,0.2172,0.3611
8,2.6394,0.2174,0.3614
9,2.6773,0.2174,0.3613
10,2.6275,0.2175,0.3614
11,2.6778,0.218,0.3615
12,2.6757,0.2195,0.3617
13,2.6748,0.2177,0.3614
14,2.644,0.22,0.3617
15,2.6453,0.2188,0.3615
16,2.6151,0.2161,0.3615
17,2.6355,0.217,0.3613
18,2.6358,0.2193,0.3613
19,2.6842,0.2205,0.36200000000000004
20,2.6365,0.2173,0.3615
21,2.6385,0.218,0.3616
22,2.6354,0.2148,0.3607
23,2.6771,0.215,0.361
24,2.6152,0.2171,0.3612
25,2.6436,0.21600000000000003,0.3611
26,2.6256,0.2167,0.3612
27,2.6689,0.2192,0.3617
28,2.6658,0.2186,0.3616
29,2.6618,0.2192,0.3612
30,2.6408,0.2167,0.3614
31,2.6476,0.2179,0.3616
32,2.6625,0.2193,0.3617
33,2.6434,0.2178,0.3614
34,2.6318,0.2183,0.3612
35,2.6547,0.2134,0.361
36,2.6243,0.2185,0.3614
37,2.6236,0.2186,0.3616
38,2.6434,0.2188,0.36200000000000004
39,2.635,0.2182,0.3615
40,2.671,0.2169,0.3612
41,2.6551,0.2164,0.3613
42,2.6354,0.2176,0.3613
43,2.6499,0.2207,0.3617
44,2.6429,0.2194,0.3618
45,2.6711,0.2187,0.3617
46,2.6755,0.2179,0.3612
47,2.6451,0.217,0.3611
48,2.6492,0.2176,0.3615
49,2.6534,0.218,0.3614
50,2.6218,0.2161,0.3612
51,2.6354,0.2183,0.3612
52,2.644,0.2186,0.3613
53,2.6467,0.2183,0.3614
54,2.6694,0.2177,0.3616
55,2.6358,0.2164,0.3612
56,2.6666,0.2167,0.3613
57,2.6576,0.2169,0.3609
58,2.6687,0.2139,0.361
59,2.6476,0.2157,0.3613
60,2.6375,0.2179,0.3613
61,2.6268,0.2169,0.3613
62,2.6497,0.2165,0.3613
63,2.6478,0.2181,0.3617
64,2.6622,0.2153,0.3609
65,2.6368,0.2167,0.3614
66,2.649,0.2201,0.3614
67,2.6742,0.2188,0.3614
68,2.6182,0.2145,0.3608
69,2.6534,0.2187,0.3617
70,2.6459,0.217,0.3613
71,2.6744,0.2155,0.3611
72,2.67,0.2176,0.3611
73,2.6478,0.218,0.3615
74,2.6467,0.2169,0.3611
75,2.652,0.2175,0.3612
76,2.6627,0.2169,0.3617
77,2.6576,0.2155,0.3611
78,2.6719,0.2174,0.3614
79,2.639,0.2165,0.361
80,2.6325,0.2189,0.3618
81,2.6664,0.2216,0.3617
82,2.6461,0.2165,0.3612
83,2.6346,0.2169,0.3607
84,2.647,0.2177,0.3614
85,2.652,0.2193,0.3617
86,2.641,0.2158,0.3613
87,2.6748,0.2183,0.3616
88,2.645,0.2178,0.3613
89,2.6572,0.2182,0.3615
90,2.6589,0.2176,0.3613
91,2.6581,0.2147,0.3609
92,2.6394,0.2167,0.3614
93,2.6346,0.2188,0.3618
94,2.6375,0.218,0.3613
95,2.6509,0.2173,0.3612
96,2.6495,0.2172,0.3615
97,2.6513,0.2208,0.36200000000000004
98,2.6719,0.2191,0.3616
99,2.6484,0.2176,0.3614
