,fkgl,bleu,sari
0,1.7501,0.1988,0.3609
1,1.7717,0.1993,0.3615
2,1.768,0.1978,0.3613
3,1.7639,0.1964,0.3612
4,1.7769,0.1981,0.3614
5,1.7766,0.1978,0.3613
6,1.7611,0.1963,0.3612
7,1.7773,0.1975,0.3615
8,1.7631,0.1966,0.361
9,1.7672,0.1997,0.3615
10,1.7496,0.1976,0.3614
11,1.7532,0.1964,0.3612
12,1.7721,0.1963,0.3608
13,1.7781,0.1986,0.3615
14,1.7573,0.1986,0.3617
15,1.7585,0.1983,0.3615
16,1.7885,0.1958,0.3609
17,1.746,0.1983,0.3614
18,1.7717,0.1955,0.361
19,1.7487,0.1951,0.3611
20,1.758,0.1963,0.3613
21,1.792,0.1984,0.3613
22,1.763,0.1958,0.3611
23,1.7533,0.1959,0.3607
24,1.755,0.1957,0.361
25,1.7811,0.1991,0.3614
26,1.7998,0.1981,0.3612
27,1.7705,0.1952,0.3609
28,1.7898,0.198,0.3613
29,1.7646,0.1995,0.3614
30,1.776,0.1963,0.3611
31,1.7715,0.1977,0.3612
32,1.7567,0.1978,0.3613
33,1.7936,0.1972,0.3612
34,1.7584,0.19699999999999998,0.3609
35,1.7528,0.1982,0.3612
36,1.7762,0.198,0.3612
37,1.7683,0.1964,0.3612
38,1.806,0.1928,0.3604
39,1.7653,0.1957,0.361
40,1.754,0.19699999999999998,0.3612
41,1.7885,0.1974,0.3613
42,1.7794,0.1982,0.3614
43,1.7696,0.1975,0.3614
44,1.7604,0.196,0.3608
45,1.7485,0.1969,0.3614
46,1.782,0.1979,0.3614
47,1.77,0.1978,0.3613
48,1.7676,0.1963,0.3612
49,1.7651,0.1951,0.361
50,1.7509,0.1953,0.3613
51,1.7713,0.1989,0.3611
52,1.7634,0.1985,0.3613
53,1.7612,0.1961,0.3612
54,1.7835,0.1945,0.3607
55,1.7294,0.1985,0.3612
56,1.7722,0.1966,0.3611
57,1.7532,0.1942,0.3608
58,1.7528,0.1973,0.3613
59,1.7642,0.1978,0.3616
60,1.7496,0.1991,0.3614
61,1.7742,0.1952,0.3612
62,1.7679,0.198,0.3612
63,1.7537,0.1988,0.3612
64,1.7532,0.1968,0.3613
65,1.7707,0.1965,0.3613
66,1.7601,0.1965,0.361
67,1.7565,0.1965,0.3611
68,1.7682,0.1944,0.3608
69,1.7592,0.1966,0.3611
70,1.7675,0.1965,0.3608
71,1.7972,0.1957,0.3607
72,1.7511,0.1966,0.361
73,1.7464,0.2001,0.3614
74,1.7619,0.1956,0.3613
75,1.7556,0.1976,0.3614
76,1.7735,0.1993,0.3614
77,1.7581,0.1977,0.3613
78,1.7492,0.196,0.361
79,1.7713,0.1989,0.3615
80,1.7665,0.1986,0.3616
81,1.7672,0.2002,0.3616
82,1.7557,0.1979,0.3615
83,1.7657,0.1962,0.3607
84,1.7684,0.2,0.3618
85,1.7757,0.1972,0.361
86,1.7748,0.1996,0.3614
87,1.7624,0.1985,0.3615
88,1.7836,0.1934,0.3604
89,1.7669,0.1986,0.3616
90,1.7948,0.1966,0.361
91,1.7892,0.1997,0.3612
92,1.7649,0.1948,0.3606
93,1.759,0.1975,0.3611
94,1.7336,0.1986,0.3612
95,1.777,0.198,0.3611
96,1.7702,0.1962,0.3611
97,1.7571,0.1972,0.361
98,1.7728,0.1986,0.3614
99,1.7647,0.1957,0.361
