,fkgl,bleu,sari
0,1.9818,0.2052,0.3618
1,1.9998,0.20600000000000002,0.3618
2,1.9896,0.2044,0.3614
3,1.9864,0.2026,0.3612
4,1.9854,0.2035,0.3616
5,1.9777,0.204,0.3615
6,2.0038,0.203,0.3614
7,1.9829,0.2021,0.3615
8,1.9895,0.2052,0.3615
9,1.9644,0.2039,0.3615
10,1.9438,0.2048,0.3617
11,1.9714,0.2037,0.3613
12,1.9946,0.2022,0.3612
13,1.971,0.2026,0.3613
14,1.9952,0.2046,0.3617
15,1.9998,0.2033,0.3614
16,1.9818,0.2036,0.3613
17,1.9854,0.2036,0.3614
18,1.9511,0.2026,0.3612
19,1.9915,0.2027,0.3614
20,1.9608,0.2028,0.3613
21,1.9783,0.205,0.3617
22,1.9858,0.2091,0.3622
23,1.9764,0.2037,0.3616
24,1.9925,0.2034,0.3611
25,1.9814,0.204,0.3614
26,2.0068,0.2012,0.3611
27,1.9737,0.2044,0.3617
28,2.0002,0.2038,0.3614
29,1.9802,0.2045,0.3615
30,1.9817,0.2036,0.3613
31,2.0011,0.2047,0.3617
32,1.9668,0.2036,0.3612
33,1.9577,0.2022,0.3611
34,2.0303,0.2037,0.3611
35,1.9978,0.2022,0.3614
36,1.9749,0.2054,0.3616
37,1.991,0.2049,0.3614
38,1.9694,0.2012,0.3612
39,1.9791,0.2036,0.3613
40,1.9611,0.2042,0.3614
41,1.9581,0.2036,0.3615
42,1.9793,0.2038,0.3614
43,1.9965,0.1999,0.3608
44,2.0012,0.2041,0.3616
45,1.9826,0.2037,0.3612
46,1.9747,0.204,0.3613
47,1.9894,0.2046,0.3615
48,1.9843,0.2029,0.3612
49,1.978,0.2024,0.3612
50,1.9685,0.2051,0.3615
51,2.0067,0.204,0.3615
52,1.9765,0.2064,0.3618
53,2.0047,0.2035,0.3614
54,1.9866,0.2063,0.3618
55,2.0013,0.2031,0.3612
56,1.9908,0.2017,0.361
57,1.9731,0.2034,0.3614
58,1.9981,0.2041,0.3614
59,1.9753,0.2024,0.3614
60,1.9885,0.205,0.3619
61,1.9756,0.2046,0.3617
62,1.9893,0.201,0.361
63,1.9725,0.20600000000000002,0.3619
64,1.9773,0.2045,0.36200000000000004
65,2.0025,0.2039,0.3615
66,1.9785,0.2029,0.3609
67,1.9712,0.20199999999999999,0.3613
68,1.9751,0.2024,0.3613
69,1.9533,0.2003,0.3608
70,1.982,0.2019,0.3613
71,1.9811,0.2034,0.3614
72,1.9716,0.2045,0.3613
73,1.9716,0.2036,0.3617
74,1.975,0.2039,0.3615
75,1.9856,0.2044,0.3617
76,1.9768,0.2042,0.3617
77,1.9889,0.2023,0.3612
78,1.9781,0.2045,0.3613
79,1.9865,0.2029,0.3612
80,1.9837,0.2026,0.3613
81,2.0189,0.2023,0.3614
82,1.9922,0.2024,0.3612
83,1.9487,0.2034,0.3616
84,1.9828,0.2055,0.3618
85,1.9882,0.20199999999999999,0.3611
86,2.0078,0.2033,0.3613
87,1.9874,0.2033,0.3612
88,1.9655,0.2041,0.3615
89,2.0217,0.2036,0.3616
90,2.0031,0.2022,0.3612
91,1.9572,0.2049,0.3618
92,1.9523,0.203,0.3613
93,2.0071,0.2025,0.3611
94,1.9776,0.2028,0.3614
95,1.956,0.2019,0.3612
96,1.9987,0.2034,0.3615
97,1.9821,0.2057,0.3617
98,2.0072,0.2051,0.3613
99,1.969,0.2035,0.3611
