,fkgl,bleu,sari
0,2.8976,0.1871,0.359
1,2.8803,0.187,0.3589
2,2.9059,0.1877,0.3594
3,2.9071,0.1863,0.3592
4,2.8997,0.1836,0.3587
5,2.8959,0.1839,0.3587
6,2.8792,0.1881,0.3596
7,2.9146,0.1865,0.3594
8,2.8846,0.1889,0.3596
9,2.8996,0.1871,0.3593
10,2.8856,0.1867,0.3594
11,2.9077,0.1864,0.3592
12,2.8743,0.1853,0.359
13,2.8778,0.186,0.359
14,2.906,0.1863,0.3587
15,2.8935,0.1851,0.3588
16,2.8794,0.1867,0.3589
17,2.8633,0.1861,0.359
18,2.8839,0.1866,0.3592
19,2.902,0.1859,0.3593
20,2.8905,0.1851,0.359
21,2.8989,0.1875,0.3592
22,2.9069,0.1864,0.3589
23,2.9147,0.1863,0.3591
24,2.9,0.1878,0.3593
25,2.9167,0.1882,0.3593
26,2.9098,0.187,0.3592
27,2.8817,0.1857,0.359
28,2.8743,0.1871,0.3593
29,2.8611,0.1864,0.3588
30,2.9158,0.1869,0.3593
31,2.8783,0.1855,0.359
32,2.8933,0.1863,0.3592
33,2.8805,0.1855,0.359
34,2.8644,0.187,0.3592
35,2.883,0.1878,0.3596
36,2.8918,0.1848,0.3586
37,2.8815,0.1867,0.3592
38,2.8967,0.1845,0.359
39,2.8893,0.1862,0.3593
40,2.8989,0.1843,0.3588
41,2.886,0.1871,0.3593
42,2.888,0.1858,0.3591
43,2.8824,0.187,0.3594
44,2.8692,0.1843,0.359
45,2.8868,0.187,0.3594
46,2.9071,0.1891,0.3595
47,2.9035,0.1863,0.3589
48,2.8888,0.1876,0.3591
49,2.8843,0.1881,0.3596
50,2.8899,0.1864,0.3591
51,2.8944,0.1882,0.3594
52,2.8829,0.1884,0.3595
53,2.8996,0.1876,0.3593
54,2.8787,0.1874,0.3592
55,2.9087,0.1845,0.3591
56,2.8841,0.1853,0.359
57,2.9056,0.1865,0.3593
58,2.8992,0.1862,0.3589
59,2.8631,0.1863,0.3591
60,2.9042,0.1863,0.3591
61,2.879,0.1872,0.3594
62,2.9069,0.1877,0.3595
63,2.8969,0.1868,0.359
64,2.9082,0.1889,0.3596
65,2.8932,0.1873,0.3596
66,2.8812,0.187,0.359
67,2.8825,0.1868,0.3588
68,2.9069,0.1857,0.3587
69,2.9167,0.1857,0.359
70,2.8566,0.1846,0.3586
71,2.9027,0.1856,0.3589
72,2.8746,0.1865,0.3592
73,2.9053,0.1867,0.3594
74,2.8904,0.1866,0.3592
75,2.8932,0.1886,0.3594
76,2.9031,0.1859,0.3589
77,2.8802,0.1863,0.359
78,2.9048,0.1863,0.3591
79,2.9156,0.1883,0.3595
80,2.9157,0.1878,0.3597
81,2.912,0.189,0.3596
82,2.8792,0.1838,0.3588
83,2.9105,0.1865,0.3592
84,2.8951,0.1852,0.3591
85,2.8861,0.1877,0.3593
86,2.9129,0.1861,0.3592
87,2.8987,0.1861,0.3592
88,2.901,0.1857,0.359
89,2.9005,0.1868,0.3592
90,2.8778,0.1874,0.3592
91,2.8853,0.1865,0.3589
92,2.8742,0.1873,0.3594
93,2.8866,0.1853,0.359
94,2.8815,0.1851,0.3587
95,2.8685,0.1871,0.3592
96,2.8979,0.1867,0.3592
97,2.8918,0.1853,0.3588
98,2.9185,0.1884,0.3592
99,2.9221,0.1864,0.3592
