,fkgl,bleu,sari
0,3.1996,0.2182,0.3622
1,3.1951,0.2171,0.3619
2,3.1912,0.2176,0.3618
3,3.1847,0.2165,0.3616
4,3.1956,0.2172,0.36200000000000004
5,3.1927,0.2165,0.3621
6,3.1675,0.2156,0.3618
7,3.1655,0.21899999999999997,0.3624
8,3.2119,0.21600000000000003,0.3617
9,3.1878,0.2172,0.3618
10,3.2047,0.2167,0.3621
11,3.1621,0.2149,0.3616
12,3.2136,0.2184,0.36200000000000004
13,3.2091,0.2159,0.36200000000000004
14,3.2013,0.2174,0.36200000000000004
15,3.2113,0.2168,0.3621
16,3.2192,0.2148,0.3616
17,3.2172,0.2155,0.3619
18,3.1908,0.2175,0.3622
19,3.1987,0.2154,0.3619
20,3.2005,0.2162,0.3616
21,3.1946,0.2188,0.3623
22,3.1982,0.2174,0.3621
23,3.1955,0.2178,0.3621
24,3.2067,0.2167,0.3617
25,3.1636,0.2176,0.36200000000000004
26,3.2249,0.2171,0.36200000000000004
27,3.1786,0.2168,0.3619
28,3.1753,0.2188,0.3618
29,3.1568,0.2165,0.3618
30,3.1682,0.2157,0.36200000000000004
31,3.1779,0.2169,0.3618
32,3.1844,0.2153,0.3618
33,3.1853,0.2153,0.3617
34,3.2138,0.2168,0.3617
35,3.187,0.2148,0.3618
36,3.1871,0.2159,0.3619
37,3.1773,0.2186,0.3621
38,3.1949,0.2167,0.3619
39,3.1796,0.2165,0.36200000000000004
40,3.219,0.2173,0.3618
41,3.208,0.217,0.3621
42,3.1942,0.2166,0.3624
43,3.2105,0.2164,0.3621
44,3.1684,0.2185,0.3621
45,3.1951,0.2175,0.3622
46,3.21,0.2168,0.36200000000000004
47,3.2125,0.2157,0.36200000000000004
48,3.1749,0.2177,0.36200000000000004
49,3.1812,0.2164,0.3618
50,3.186,0.2176,0.3621
51,3.2077,0.2185,0.36200000000000004
52,3.1849,0.2163,0.3621
53,3.1638,0.2161,0.3616
54,3.1905,0.2179,0.3622
55,3.1842,0.21899999999999997,0.3622
56,3.1965,0.2192,0.3621
57,3.2056,0.2198,0.3622
58,3.2013,0.2167,0.3618
59,3.1919,0.2191,0.3622
60,3.1749,0.2178,0.3622
61,3.2152,0.2166,0.3618
62,3.1892,0.2166,0.3619
63,3.1301,0.2172,0.36200000000000004
64,3.1968,0.2166,0.3618
65,3.1913,0.2173,0.36200000000000004
66,3.1863,0.2146,0.3616
67,3.1902,0.2168,0.3618
68,3.1895,0.2156,0.3618
69,3.2093,0.2181,0.3624
70,3.2115,0.2159,0.3618
71,3.1795,0.2182,0.36200000000000004
72,3.1662,0.2163,0.3618
73,3.1943,0.2181,0.36200000000000004
74,3.2063,0.21600000000000003,0.3617
75,3.2092,0.2177,0.3619
76,3.1981,0.2156,0.3616
77,3.1898,0.2161,0.3617
78,3.19,0.2156,0.3617
79,3.1706,0.2148,0.3616
80,3.2016,0.2172,0.3619
81,3.1828,0.2176,0.3621
82,3.1686,0.2141,0.3615
83,3.1832,0.217,0.3618
84,3.1886,0.2174,0.3618
85,3.1813,0.2176,0.3619
86,3.2115,0.2167,0.36200000000000004
87,3.1817,0.2169,0.3623
88,3.1687,0.2174,0.3617
89,3.1775,0.2172,0.3619
90,3.1946,0.21600000000000003,0.3618
91,3.205,0.2166,0.3621
92,3.1883,0.2187,0.3623
93,3.1882,0.2168,0.3618
94,3.2307,0.2168,0.3618
95,3.1885,0.2178,0.36200000000000004
96,3.1868,0.2193,0.3622
97,3.1684,0.2179,0.3624
98,3.1679,0.2161,0.3618
99,3.1979,0.2188,0.3622
