,fkgl,bleu,sari
0,0.3649,0.1771,0.3604
1,0.3877,0.1784,0.3608
2,0.3863,0.1756,0.3605
3,0.3661,0.17800000000000002,0.3607
4,0.3775,0.1764,0.3606
5,0.3785,0.1769,0.3606
6,0.3888,0.1782,0.3609
7,0.3803,0.1788,0.3605
8,0.3823,0.1791,0.3608
9,0.3543,0.1762,0.3605
10,0.3795,0.1769,0.3607
11,0.3745,0.1763,0.3605
12,0.3514,0.1784,0.3608
13,0.3607,0.1743,0.3603
14,0.3719,0.1778,0.3606
15,0.3413,0.1758,0.3607
16,0.3533,0.1779,0.3606
17,0.3554,0.1777,0.3604
18,0.3913,0.1759,0.3603
19,0.369,0.1762,0.3604
20,0.3541,0.1779,0.3605
21,0.3674,0.1769,0.3604
22,0.3845,0.1799,0.3606
23,0.365,0.1772,0.3607
24,0.3634,0.1782,0.3609
25,0.3628,0.1777,0.3605
26,0.3555,0.1778,0.3607
27,0.3732,0.1783,0.3609
28,0.3524,0.1771,0.3605
29,0.3763,0.1774,0.3607
30,0.3686,0.1762,0.3607
31,0.3845,0.1757,0.3603
32,0.3762,0.1788,0.3606
33,0.3611,0.1784,0.3606
34,0.3545,0.177,0.3607
35,0.3946,0.1792,0.3608
36,0.3677,0.1759,0.3604
37,0.3581,0.1771,0.3606
38,0.3419,0.17800000000000002,0.3607
39,0.3636,0.1775,0.3605
40,0.3639,0.1761,0.3603
41,0.3406,0.1782,0.3608
42,0.342,0.1794,0.3608
43,0.3819,0.1772,0.3605
44,0.3674,0.1778,0.3606
45,0.3488,0.1777,0.3609
46,0.3896,0.1754,0.3603
47,0.3692,0.1769,0.3606
48,0.3792,0.1761,0.3604
49,0.3688,0.1778,0.3606
50,0.3465,0.1801,0.361
51,0.3805,0.1777,0.3607
52,0.3741,0.1757,0.3602
53,0.3583,0.1767,0.3605
54,0.3606,0.1794,0.3608
55,0.3719,0.1761,0.3605
56,0.3703,0.179,0.3605
57,0.3716,0.1808,0.361
58,0.3622,0.175,0.36
59,0.3548,0.1773,0.3605
60,0.3622,0.1774,0.3605
61,0.348,0.1775,0.3606
62,0.3799,0.18,0.3609
63,0.383,0.1761,0.3606
64,0.3629,0.1775,0.3605
65,0.3713,0.1767,0.3605
66,0.3361,0.1772,0.3606
67,0.3741,0.1777,0.3607
68,0.3882,0.1767,0.3607
69,0.3675,0.1786,0.3608
70,0.3615,0.17800000000000002,0.3607
71,0.3813,0.1776,0.3606
72,0.3862,0.1775,0.3604
73,0.3552,0.1758,0.3605
74,0.3751,0.1784,0.3605
75,0.3688,0.1764,0.3604
76,0.3954,0.1778,0.3606
77,0.3775,0.1786,0.3607
78,0.3667,0.1784,0.3608
79,0.3293,0.1766,0.3604
80,0.3582,0.1753,0.3603
81,0.3603,0.1782,0.3608
82,0.3635,0.1796,0.3609
83,0.3825,0.1781,0.3608
84,0.3727,0.1762,0.3605
85,0.3775,0.17600000000000002,0.3604
86,0.3582,0.1772,0.3604
87,0.3664,0.1767,0.3606
88,0.3735,0.1775,0.3609
89,0.3624,0.1771,0.3607
90,0.3602,0.1783,0.3608
91,0.3476,0.1754,0.3602
92,0.3494,0.1785,0.3608
93,0.3637,0.1754,0.3602
94,0.3664,0.1781,0.3605
95,0.382,0.1805,0.3609
96,0.3507,0.1769,0.3604
97,0.3509,0.1778,0.3605
98,0.3824,0.1789,0.361
99,0.3717,0.1787,0.3607
