,fkgl,bleu,sari
0,1.1645,0.1891,0.3607
1,1.1723,0.1902,0.3608
2,1.1804,0.1905,0.3614
3,1.1756,0.1902,0.3606
4,1.1383,0.1916,0.361
5,1.1305,0.1905,0.3612
6,1.2114,0.1909,0.3611
7,1.1589,0.1913,0.361
8,1.1644,0.1918,0.3612
9,1.1686,0.1928,0.3611
10,1.1479,0.1869,0.3605
11,1.1625,0.1893,0.3609
12,1.162,0.1917,0.3611
13,1.1723,0.192,0.3612
14,1.1766,0.1906,0.3612
15,1.1783,0.1893,0.361
16,1.173,0.1907,0.3609
17,1.1733,0.1915,0.3609
18,1.17,0.1909,0.361
19,1.1746,0.1923,0.3613
20,1.186,0.1907,0.3608
21,1.1912,0.18899999999999997,0.3605
22,1.179,0.1888,0.3609
23,1.1605,0.1893,0.3606
24,1.1762,0.19,0.3608
25,1.1208,0.1906,0.3609
26,1.1771,0.1865,0.3604
27,1.1481,0.1894,0.3608
28,1.1504,0.1909,0.3614
29,1.1643,0.1898,0.3607
30,1.1836,0.1903,0.3612
31,1.1556,0.1908,0.3613
32,1.1904,0.1883,0.3607
33,1.1772,0.1877,0.3606
34,1.1549,0.1897,0.3608
35,1.1668,0.1905,0.361
36,1.1765,0.1881,0.3605
37,1.1863,0.1892,0.3607
38,1.14,0.1882,0.3606
39,1.166,0.1903,0.3608
40,1.1714,0.1892,0.3607
41,1.167,0.1901,0.3609
42,1.1735,0.1917,0.3612
43,1.1906,0.1881,0.3606
44,1.1809,0.1889,0.3609
45,1.1573,0.192,0.3613
46,1.1507,0.1928,0.3611
47,1.1638,0.1919,0.361
48,1.1576,0.1899,0.3607
49,1.1641,0.1923,0.3612
50,1.1394,0.191,0.3612
51,1.1663,0.1894,0.3608
52,1.2009,0.1919,0.3612
53,1.1711,0.1909,0.361
54,1.1741,0.1906,0.3609
55,1.1518,0.1888,0.3609
56,1.1778,0.1914,0.3611
57,1.1427,0.1899,0.3608
58,1.1617,0.1929,0.3613
59,1.1792,0.1897,0.3604
60,1.1783,0.1929,0.361
61,1.1685,0.193,0.3614
62,1.1629,0.1901,0.3613
63,1.1646,0.1899,0.3609
64,1.1769,0.1933,0.3614
65,1.1529,0.18899999999999997,0.361
66,1.1691,0.1899,0.3611
67,1.1874,0.1909,0.361
68,1.1448,0.19,0.361
69,1.1741,0.1882,0.3605
70,1.1665,0.1918,0.3609
71,1.1769,0.188,0.3606
72,1.149,0.1901,0.3608
73,1.1635,0.1913,0.3612
74,1.177,0.1891,0.361
75,1.1461,0.1918,0.3611
76,1.1677,0.1879,0.3603
77,1.1841,0.191,0.3611
78,1.1628,0.1914,0.361
79,1.1657,0.1913,0.3609
80,1.1727,0.192,0.3612
81,1.1724,0.1907,0.3612
82,1.2004,0.1871,0.3605
83,1.1403,0.1886,0.3607
84,1.1657,0.1868,0.3604
85,1.1683,0.1909,0.3611
86,1.1797,0.1883,0.3607
87,1.16,0.1913,0.3612
88,1.1801,0.1926,0.3611
89,1.1739,0.1891,0.3606
90,1.1813,0.1897,0.3607
91,1.1474,0.1907,0.361
92,1.1639,0.1924,0.3613
93,1.1745,0.1912,0.3612
94,1.183,0.1894,0.3609
95,1.1719,0.1926,0.3615
96,1.1699,0.1899,0.3609
97,1.1621,0.1883,0.3606
98,1.1812,0.1919,0.3612
99,1.1701,0.1891,0.3607
